Memory Length,4000,
Trigger Level,2.400E-02,
Source,CH1,
Probe,1X,
Vertical Units,V,
Vertical Scale,2.000E-01,
Vertical Position,-2.400E-02,
Horizontal Units,s,
Horizontal Scale,5.000E-04,
Horizontal Position,4.000E-05,
Horizontal Mode,Main,
Sampling Period,2.000E-06,
Firmware,V1.07,
Time, ,
Mode,Fast,
Waveform Data,
60,
60,
61,
60,
59,
59,
60,
61,
60,
61,
61,
60,
61,
60,
59,
60,
60,
61,
61,
59,
61,
59,
59,
60,
61,
61,
59,
60,
59,
60,
61,
59,
61,
60,
59,
60,
61,
61,
61,
61,
59,
59,
60,
60,
59,
60,
60,
60,
60,
60,
59,
60,
61,
61,
60,
61,
59,
60,
60,
61,
60,
60,
60,
60,
60,
61,
60,
60,
61,
60,
59,
61,
61,
60,
60,
61,
60,
60,
60,
60,
60,
60,
60,
59,
61,
60,
59,
61,
60,
60,
60,
60,
60,
60,
61,
59,
60,
60,
60,
60,
61,
59,
61,
60,
59,
60,
59,
60,
61,
60,
59,
60,
61,
60,
60,
61,
60,
60,
60,
60,
60,
60,
61,
61,
60,
60,
60,
60,
61,
60,
60,
60,
60,
60,
59,
61,
60,
60,
61,
60,
59,
60,
61,
60,
60,
61,
60,
61,
61,
60,
61,
61,
60,
60,
59,
59,
60,
60,
61,
61,
61,
60,
59,
59,
59,
60,
60,
60,
61,
59,
60,
60,
60,
60,
60,
61,
60,
60,
60,
59,
60,
60,
60,
60,
60,
60,
60,
60,
59,
61,
60,
60,
60,
58,
60,
59,
60,
60,
60,
61,
61,
61,
60,
59,
60,
60,
59,
59,
61,
60,
60,
61,
59,
59,
59,
60,
61,
60,
60,
60,
60,
60,
59,
60,
60,
60,
60,
60,
59,
60,
61,
-51,
-52,
-53,
-51,
-52,
-53,
-52,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-55,
-54,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-55,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-55,
-54,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-52,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-52,
-53,
-55,
-54,
-53,
-53,
-52,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
58,
59,
58,
59,
59,
58,
59,
59,
60,
60,
60,
59,
60,
59,
60,
61,
60,
60,
60,
59,
61,
60,
60,
61,
60,
59,
60,
61,
61,
60,
61,
60,
60,
61,
60,
59,
60,
60,
59,
61,
60,
61,
61,
60,
59,
60,
61,
61,
60,
60,
60,
61,
61,
61,
60,
59,
58,
60,
61,
60,
60,
60,
60,
61,
60,
61,
60,
61,
61,
59,
60,
60,
61,
60,
60,
59,
60,
61,
60,
60,
60,
60,
61,
61,
59,
60,
60,
60,
60,
61,
59,
60,
61,
61,
60,
59,
61,
61,
60,
61,
61,
59,
59,
60,
62,
60,
59,
61,
60,
60,
60,
60,
60,
60,
60,
60,
59,
60,
61,
59,
60,
60,
60,
60,
61,
59,
60,
61,
61,
59,
59,
61,
60,
60,
59,
60,
61,
60,
60,
60,
60,
61,
60,
60,
60,
60,
60,
60,
59,
59,
61,
59,
61,
61,
59,
61,
61,
60,
60,
60,
59,
61,
60,
59,
61,
60,
60,
60,
60,
60,
60,
60,
60,
60,
61,
60,
60,
60,
59,
59,
61,
59,
59,
60,
61,
61,
59,
61,
60,
59,
60,
60,
60,
60,
60,
59,
60,
61,
60,
60,
59,
61,
61,
60,
60,
61,
60,
60,
60,
61,
60,
60,
59,
60,
60,
60,
60,
61,
59,
60,
61,
60,
60,
60,
60,
60,
61,
60,
60,
60,
59,
60,
61,
59,
61,
60,
60,
61,
59,
59,
61,
60,
59,
60,
61,
60,
60,
60,
60,
61,
60,
-51,
-51,
-52,
-52,
-53,
-52,
-53,
-54,
-53,
-52,
-52,
-53,
-54,
-55,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-52,
-54,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-55,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-54,
-52,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-52,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-52,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
58,
58,
58,
58,
58,
60,
60,
59,
59,
60,
60,
60,
59,
60,
60,
60,
61,
61,
60,
60,
59,
61,
60,
60,
60,
60,
60,
61,
60,
59,
60,
61,
60,
59,
60,
60,
61,
60,
59,
60,
61,
60,
60,
59,
61,
61,
59,
61,
61,
60,
60,
60,
60,
61,
60,
60,
60,
61,
60,
60,
60,
61,
60,
60,
60,
61,
62,
60,
60,
60,
61,
61,
60,
60,
61,
61,
60,
59,
61,
61,
59,
60,
61,
60,
60,
60,
60,
60,
60,
60,
60,
59,
61,
61,
60,
59,
60,
61,
61,
59,
61,
60,
61,
60,
60,
60,
61,
60,
60,
59,
60,
61,
61,
60,
59,
61,
61,
60,
60,
59,
61,
61,
59,
60,
61,
60,
59,
59,
60,
61,
60,
61,
61,
60,
60,
60,
60,
60,
61,
60,
59,
61,
60,
59,
60,
60,
61,
60,
60,
60,
61,
60,
60,
59,
61,
61,
61,
59,
61,
60,
60,
60,
60,
59,
60,
61,
59,
60,
61,
60,
59,
60,
61,
60,
59,
61,
60,
60,
59,
60,
60,
60,
59,
60,
62,
59,
59,
60,
61,
61,
60,
60,
60,
60,
61,
59,
59,
60,
60,
59,
61,
60,
60,
60,
60,
61,
61,
60,
59,
59,
60,
60,
59,
60,
60,
60,
61,
60,
59,
60,
61,
60,
60,
60,
60,
61,
60,
59,
60,
60,
61,
61,
59,
60,
61,
61,
60,
60,
59,
60,
61,
60,
60,
59,
61,
61,
59,
60,
59,
59,
-51,
-51,
-52,
-52,
-52,
-53,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-52,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-52,
-53,
-54,
-53,
-54,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-55,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-55,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-54,
-52,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-54,
-52,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-54,
-54,
-53,
-53,
-53,
-53,
-54,
-54,
-52,
-53,
-53,
-53,
-54,
-54,
-52,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-52,
-53,
-54,
-54,
-53,
-52,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-54,
-54,
-53,
-54,
-53,
-52,
-54,
-54,
-53,
-52,
14,
59,
59,
57,
59,
59,
58,
59,
60,
60,
60,
60,
60,
60,
59,
60,
60,
61,
60,
61,
61,
59,
60,
60,
59,
60,
61,
60,
60,
61,
61,
60,
60,
60,
60,
61,
60,
60,
60,
60,
60,
60,
60,
60,
61,
60,
60,
60,
60,
60,
61,
60,
60,
61,
61,
59,
60,
60,
60,
60,
60,
60,
61,
62,
60,
60,
61,
60,
60,
60,
60,
60,
61,
60,
60,
61,
61,
60,
60,
59,
60,
61,
60,
60,
61,
61,
60,
61,
60,
59,
60,
59,
60,
60,
60,
60,
61,
61,
60,
59,
61,
60,
59,
60,
60,
60,
61,
61,
60,
60,
61,
59,
60,
60,
60,
61,
60,
60,
61,
61,
59,
60,
61,
60,
61,
60,
60,
60,
60,
60,
61,
60,
60,
60,
61,
59,
59,
60,
60,
61,
60,
60,
61,
60,
60,
61,
60,
60,
59,
61,
60,
59,
60,
59,
60,
61,
60,
59,
60,
60,
60,
61,
60,
58,
59,
61,
61,
60,
60,
59,
60,
60,
60,
60,
60,
60,
60,
60,
61,
60,
60,
60,
59,
60,
61,
60,
60,
61,
60,
60,
61,
59,
59,
60,
60,
60,
60,
60,
61,
60,
61,
59,
60,
61,
60,
60,
59,
60,
61,
59,
60,
60,
61,
60,
59,
60,
61,
60,
59,
60,
60,
60,
59,
60,
60,
60,
60,
60,
59,
60,
61,
60,
59,
61,
60,
60,
60,
61,
61,
59,
59,
61,
60,
60,
59,
61,
60,
60,
59,
59,
61,
-51,
-52,
-52,
-52,
-52,
-53,
-52,
-52,
-52,
-53,
-54,
-53,
-53,
-54,
-54,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-54,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-54,
-55,
-53,
-53,
-55,
-54,
-53,
-54,
-53,
-53,
-53,
-54,
-54,
-52,
-53,
-54,
-54,
-54,
-54,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-52,
-54,
-53,
-53,
-54,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-52,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-54,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-52,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-54,
-52,
-53,
-53,
-53,
-53,
-54,
-54,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-55,
-53,
-53,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-52,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-53,
-53,
-53,
-53,
58,
58,
59,
59,
58,
59,
60,
59,
59,
59,
60,
61,
59,
60,
61,
60,
60,
61,
60,
60,
60,
59,
61,
60,
59,
61,
60,
60,
60,
61,
59,
60,
61,
60,
60,
60,
61,
60,
61,
60,
60,
61,
61,
60,
59,
60,
61,
60,
61,
60,
61,
60,
60,
60,
59,
60,
61,
61,
60,
61,
61,
61,
60,
60,
61,
60,
60,
60,
60,
61,
60,
60,
60,
61,
60,
60,
60,
61,
60,
60,
60,
61,
60,
60,
60,
61,
60,
60,
60,
61,
61,
60,
60,
60,
60,
61,
61,
61,
59,
61,
61,
61,
60,
60,
61,
60,
60,
60,
60,
60,
60,
59,
60,
60,
60,
60,
61,
61,
60,
61,
59,
59,
60,
59,
61,
60,
60,
61,
61,
59,
61,
61,
60,
60,
60,
61,
61,
61,
59,
60,
60,
60,
61,
61,
60,
60,
61,
60,
59,
60,
60,
60,
60,
59,
60,
60,
59,
60,
60,
60,
60,
61,
61,
59,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
61,
60,
61,
60,
60,
60,
60,
61,
60,
59,
59,
60,
61,
61,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
61,
60,
59,
60,
59,
61,
60,
60,
60,
60,
60,
60,
59,
60,
61,
59,
61,
61,
60,
59,
60,
61,
59,
60,
61,
60,
59,
60,
60,
60,
61,
61,
60,
59,
61,
60,
59,
60,
60,
60,
60,
60,
60,
60,
60,
60,
59,
60,
59,
60,
-51,
-52,
-52,
-51,
-53,
-53,
-53,
-52,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-54,
-54,
-53,
-54,
-54,
-53,
-53,
-54,
-53,
-53,
-55,
-53,
-53,
-55,
-53,
-53,
-54,
-52,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-55,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-54,
-54,
-53,
-53,
-55,
-53,
-53,
-54,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-52,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-52,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-52,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-52,
-53,
-54,
-54,
-53,
-52,
-53,
-54,
-53,
-54,
-54,
-52,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-52,
-54,
-55,
-53,
-53,
-55,
-53,
-53,
-54,
-53,
-52,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-54,
-54,
-53,
-52,
-54,
-54,
-52,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
58,
59,
58,
59,
59,
59,
59,
59,
60,
60,
59,
59,
60,
60,
59,
61,
60,
59,
61,
60,
59,
61,
59,
60,
60,
60,
60,
61,
60,
60,
61,
60,
61,
60,
59,
60,
61,
60,
60,
61,
61,
60,
59,
60,
59,
60,
60,
61,
60,
59,
60,
60,
60,
61,
61,
59,
60,
61,
60,
60,
60,
60,
60,
60,
60,
61,
61,
59,
61,
61,
60,
59,
61,
60,
59,
61,
60,
60,
61,
60,
60,
61,
59,
59,
61,
61,
60,
59,
60,
61,
60,
60,
60,
60,
60,
60,
61,
59,
60,
61,
60,
59,
61,
61,
60,
60,
60,
59,
61,
60,
59,
60,
59,
60,
60,
61,
59,
59,
60,
60,
60,
61,
61,
59,
60,
60,
61,
61,
59,
60,
59,
61,
60,
61,
60,
60,
61,
60,
61,
59,
60,
61,
61,
59,
59,
60,
61,
61,
60,
61,
60,
60,
59,
60,
60,
61,
61,
60,
60,
60,
59,
60,
60,
60,
61,
61,
59,
59,
59,
59,
60,
60,
59,
60,
61,
60,
61,
60,
60,
60,
60,
59,
60,
60,
60,
61,
61,
60,
61,
59,
59,
60,
61,
59,
60,
60,
61,
61,
60,
59,
61,
60,
60,
59,
59,
59,
60,
61,
61,
60,
59,
59,
60,
60,
60,
60,
60,
60,
59,
61,
60,
60,
60,
61,
60,
59,
60,
60,
60,
60,
60,
59,
60,
61,
60,
60,
60,
60,
61,
60,
61,
60,
60,
59,
60,
60,
60,
59,
60,
61,
60,
-51,
-52,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-55,
-53,
-53,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-53,
-52,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-54,
-55,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-54,
-54,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-52,
-53,
-54,
-55,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-54,
-54,
-52,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-54,
-54,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-54,
-55,
-54,
-52,
-53,
-53,
-52,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-54,
-53,
-52,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-52,
-53,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
-54,
-53,
-53,
-54,
-52,
-54,
-53,
-53,
-53,
-53,
-53,
-54,
-54,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-53,
-54,
-53,
59,
58,
58,
59,
59,
58,
58,
59,
60,
61,
60,
60,
59,
59,
59,
60,
