Time [s],CH1 [V]
8.000000e-07,-0.112000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.108000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.120000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.112000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.116000000000,
8.000000e-07,-0.116000000000,
